fecha,año,mes,IdEmpresa,valor_real,prediccion,error,error_abs,error_porcentual
2009-01-01,2009,1,17,7557.038,10342.383,-2785.3448125000004,2785.3448125000004,36.857626129443844
2009-01-01,2009,1,26,301141.05440100003,293692.38,7448.67940100003,7448.67940100003,2.473485196436004
2009-01-01,2009,1,192,10305.628337,13720.25,-3414.621663,3414.621663,33.133561111849744
2009-01-01,2009,1,193,16390.523,15490.152,900.370656250001,900.370656250001,5.493239332570419
2009-02-01,2009,2,11,32088.890585,28034.23,4054.660116250001,4054.660116250001,12.635712990792388
2009-02-01,2009,2,26,290713.342863,294263.4,-3550.063387000002,3550.063387000002,1.2211559854935816
2009-02-01,2009,2,130,14985.159989,16007.578,-1022.4181360000002,1022.4181360000002,6.822871005384767
2009-02-01,2009,2,191,25817.445076,29832.605,-4015.16039275,4015.16039275,15.552121369602562
2009-03-01,2009,3,11,32373.116098,28380.574,3992.5418792499986,3992.5418792499986,12.332893340152253
2009-03-01,2009,3,17,7515.035,10524.031,-3008.99625,3008.99625,40.0396837805812
2009-03-01,2009,3,72,23344.102002,18816.004,4528.09809575,4528.09809575,19.397182617528212
2009-03-01,2009,3,142,33278.597614,26539.57,6739.027301499998,6739.027301499998,20.250334403108837
2009-03-01,2009,3,189,28623.78956,28723.617,-99.82762749999893,99.82762749999893,0.3487575510948486
2009-04-01,2009,4,26,314010.546441,299013.7,14996.858941000013,14996.858941000013,4.775909316096107
2009-04-01,2009,4,54,44820.872,36708.223,8112.649343750003,8112.649343750003,18.100159550108714
2009-04-01,2009,4,72,26538.27215,18954.121,7584.151056250001,7584.151056250001,28.57816444636167
2009-04-01,2009,4,87,82766.52909,80236.766,2529.7634649999964,2529.7634649999964,3.056505441045065
2009-04-01,2009,4,189,27970.860277,28829.945,-859.0850355000002,859.0850355000002,3.071357216018173
2009-05-01,2009,5,142,33342.29542,27384.078,5958.217295000002,5958.217295000002,17.869847351379512
2009-06-01,2009,6,35,23850.2,27560.86,-3710.6593749999993,3710.6593749999993,15.55818976360785
2009-06-01,2009,6,174,284112.76284,272967.62,11145.137839999981,11145.137839999981,3.9227867585365885
2009-07-01,2009,7,17,6421.6900000000005,10829.398,-4407.7084374999995,4407.7084374999995,68.63782645222673
2009-07-01,2009,7,20,4360.563,11914.715,-7554.15184375,7554.15184375,173.23799343685667
2009-07-01,2009,7,130,19750.132991,17374.012,2376.1212722499986,2376.1212722499986,12.030912770728081
2009-07-01,2009,7,193,17498.399,16905.43,592.9693125000013,592.9693125000013,3.3887060896256918
2009-08-01,2009,8,17,7683.95,11014.406,-3330.45625,3330.45625,43.343023444972964
2009-08-01,2009,8,20,4215.0,12007.672,-7792.671875,7792.671875,184.8795225385528
2009-08-01,2009,8,54,41154.809,36696.62,4458.187906250001,4458.187906250001,10.832726513807902
2009-08-01,2009,8,134,70918.374505,66067.11,4851.26513,4851.26513,6.84063215472877
2009-08-01,2009,8,178,18879.756,18038.879,840.8770937500012,840.8770937500012,4.453855726472319
2009-08-01,2009,8,191,30037.888525,30913.34,-875.4513187500015,875.4513187500015,2.914490204667279
2009-08-01,2009,8,192,10694.679456,15134.363,-4439.68382525,4439.68382525,41.51301442474949
2009-09-01,2009,9,30,59096.801705000005,52850.68,6246.122017500005,6246.122017500005,10.569306353801442
2009-09-01,2009,9,72,29286.979268,20639.14,8647.838643,8647.838643,29.52792967777642
2009-09-01,2009,9,130,20703.172991,17746.883,2956.2901784999995,2956.2901784999995,14.27940625229353
2009-10-01,2009,10,26,311517.850939,299260.6,12257.257189000025,12257.257189000025,3.934688542583771
2009-10-01,2009,10,142,34849.294173999995,29241.309,5607.985580249995,5607.985580249995,16.092106635645848
2009-11-01,2009,11,136,33872.222812,33295.68,576.5431245,576.5431245,1.7021118681816967
2009-12-01,2009,12,26,285988.262925,303669.6,-17681.330825000012,17681.330825000012,6.182537228682324
2009-12-01,2009,12,30,53652.24815,55772.047,-2119.7987250000006,2119.7987250000006,3.9509970189385264
2009-12-01,2009,12,178,18310.865,18793.379,-482.5139062499984,482.5139062499984,2.6351234977156914
2009-12-01,2009,12,191,28735.328201,31652.469,-2917.1405489999997,2917.1405489999997,10.15175650194412
2010-01-01,2010,1,20,4221.894,11068.449,-6846.55521875,6846.55521875,162.16786159837267
2010-01-01,2010,1,35,26862.49,27829.402,-966.9123437499984,966.9123437499984,3.599488892317869
2010-01-01,2010,1,174,246325.480786,274451.7,-28126.206714,28126.206714,11.418309881808444
2010-01-01,2010,1,193,15587.652,16234.309,-646.65659375,646.65659375,4.14851828710315
2010-02-01,2010,2,17,6751.284,10470.199,-3718.9152187500003,3718.9152187500003,55.08456196998972
2010-02-01,2010,2,17,6751.284,10565.836,-3814.5519375000003,3814.5519375000003,56.501132784519214
2010-02-01,2010,2,20,4262.88,10934.895,-6672.01453125,6672.01453125,156.51424697035804
2010-02-01,2010,2,87,87467.65207000001,94992.47,-7524.816679999989,7524.816679999989,8.602970929158941
2010-02-01,2010,2,142,34433.729354,28635.371,5798.358260250003,5798.358260250003,16.83918172394079
2010-02-01,2010,2,189,28726.377786,29654.32,-927.9425264999991,927.9425264999991,3.230280313838378
2010-02-01,2010,2,191,26814.496971,32029.566,-5215.0694352499995,5215.0694352499995,19.44869389453817
2010-02-01,2010,2,192,11733.072,14780.594,-3047.52175,3047.52175,25.9737752397667
2010-03-01,2010,3,17,7514.97118,10660.195,-3145.2241325000005,3145.2241325000005,41.85277703886019
2010-03-01,2010,3,20,3953.979,11225.203,-7271.224125000001,7271.224125000001,183.89637691550715
2010-03-01,2010,3,87,91829.91739,93420.7,-1590.7857349999977,1590.7857349999977,1.7323175063350644
2010-03-01,2010,3,130,17570.397627,17101.098,469.29997074999847,469.29997074999847,2.670969551815018
2010-03-01,2010,3,178,18751.912,17560.633,1191.2791875000003,1191.2791875000003,6.35284117960878
2010-03-01,2010,3,189,31314.904083,29939.004,1375.9001767500013,1375.9001767500013,4.393755041060271
2010-03-01,2010,3,191,30663.568499,32311.023,-1647.4549384999991,1647.4549384999991,5.372678455717657
2010-04-01,2010,4,20,4143.133,11051.895,-6908.76153125,6908.76153125,166.75210598477048
2010-04-01,2010,4,26,353003.261283,311092.6,41910.667533,41910.667533,11.872600661159485
2010-04-01,2010,4,30,60900.472071,57286.203,3614.2689459999965,3614.2689459999965,5.934714170665787
2010-04-01,2010,4,54,49430.206000000006,41381.07,8049.135687500006,8049.135687500006,16.28384006228905
2010-04-01,2010,4,134,69765.671345,75241.25,-5475.578655000005,5475.578655000005,7.848528580657645
2010-04-01,2010,4,142,34644.486121,29091.945,5552.540808500002,5552.540808500002,16.02719921752365
2010-05-01,2010,5,35,29941.42,29557.266,384.15437499999825,384.15437499999825,1.2830198935120587
2010-05-01,2010,5,87,92543.7226,90152.96,2390.7616624999937,2390.7616624999937,2.5833860961413215
2010-05-01,2010,5,178,18960.287,17898.66,1061.6268437500003,1061.6268437500003,5.59921294308467
2010-05-01,2010,5,192,12193.342762,15014.211,-2820.8681755,2820.8681755,23.13449421180144
2010-06-01,2010,6,17,7693.22786,10913.621,-3220.39323375,3220.39323375,41.86010465768266
2010-06-01,2010,6,17,7693.22786,10841.195,-3147.9674525,3147.9674525,40.918682116091645
2010-06-01,2010,6,87,86495.18622,87028.13,-532.9465924999968,532.9465924999968,0.6161575178813422
2010-06-01,2010,6,178,20218.078,18175.746,2042.3319062500013,2042.3319062500013,10.10151363670672
2010-06-01,2010,6,191,30589.204703,32330.098,-1740.8929532500006,1740.8929532500006,5.691200441962666
2010-07-01,2010,7,26,319551.333528,306120.5,13430.833527999988,13430.833527999988,4.2030284711120265
2010-07-01,2010,7,54,43988.248,39519.58,4468.669875,4468.669875,10.158781215837466
2010-07-01,2010,7,174,286667.133017,277962.5,8704.633016999986,8704.633016999986,3.036494949870581
2010-07-01,2010,7,192,11943.39097,15357.082,-3413.6910612499996,3413.6910612499996,28.58226001162214
2010-08-01,2010,8,20,4589.141,12118.223,-7529.08165625,7529.08165625,164.06298381875825
2010-08-01,2010,8,136,36096.073594,34912.664,1183.4095315000013,1183.4095315000013,3.2784993315636166
2010-08-01,2010,8,189,27781.098891,30546.215,-2765.1159527499985,2765.1159527499985,9.953227421273061
2010-09-01,2010,9,11,37659.635261,32440.555,5219.080573500003,5219.080573500003,13.858553162634685
2010-09-01,2010,9,17,6466.79758,11370.031,-4903.23367,4903.23367,75.82166612365188
2010-09-01,2010,9,130,20052.880329,18575.547,1477.3334539999996,1477.3334539999996,7.367188302936786
2010-09-01,2010,9,191,30373.832091,32784.62,-2410.78900275,2410.78900275,7.937059095893057
2010-10-01,2010,10,11,37281.917311,32930.207,4351.710279749997,4351.710279749997,11.672442282001493
2010-10-01,2010,10,17,7666.96911,11463.68,-3796.7105775,3796.7105775,49.52035834535924
2010-10-01,2010,10,72,24968.752065,22909.902,2058.8497212500006,2058.8497212500006,8.24570533557421
2010-10-01,2010,10,136,35081.172913,35366.668,-285.49505574999785,285.49505574999785,0.8138127435419988
2010-10-01,2010,10,189,26569.334067,31071.79,-4502.4549955,4502.4549955,16.946058881815183
2010-11-01,2010,11,17,7644.906910000001,11519.914,-3875.0071524999994,3875.0071524999994,50.68743410637552
2010-11-01,2010,11,30,63559.892346,59222.727,4337.1657835000005,4337.1657835000005,6.8237462705094565
2010-11-01,2010,11,54,43759.9596,40657.25,3102.709600000002,3102.709600000002,7.09029356599315
2010-11-01,2010,11,72,29310.395078,23119.559,6190.836484250001,6190.836484250001,21.121641205364586
2010-11-01,2010,11,87,90853.803414,88769.266,2084.5377889999945,2084.5377889999945,2.2943869278661158
2010-12-01,2010,12,11,38932.30923,33384.562,5547.746729999999,5547.746729999999,14.249724302829389
2010-12-01,2010,12,20,4645.877,12106.742,-7460.8651875,7460.8651875,160.59110448899096
2010-12-01,2010,12,26,325273.345611,311363.12,13910.220611000026,13910.220611000026,4.276471096907983
2010-12-01,2010,12,136,41910.979383,35953.758,5957.221570499998,5957.221570499998,14.213987976898427
2010-12-01,2010,12,178,20278.245,19402.105,876.139531249999,876.139531249999,4.320588548220021
2011-01-01,2011,1,20,5090.77,10897.051,-5806.28078125,5806.28078125,114.05506006458745
2011-01-01,2011,1,30,64005.116928,61224.562,2780.554428000003,2780.554428000003,4.344268960758054
2011-01-01,2011,1,35,32227.622,30342.906,1884.7157499999994,1884.7157499999994,5.848137817925255
2011-01-01,2011,1,54,51546.392497,44969.242,6577.150309500001,6577.150309500001,12.759671416157378
2011-01-01,2011,1,87,97166.89924199998,97067.01,99.89142949998495,99.89142949998495,0.10280396954028487
2011-01-01,2011,1,130,19034.119,18062.016,972.1033749999988,972.1033749999988,5.1071624328922125
2011-01-01,2011,1,142,37329.419552,30400.312,6929.107051999999,6929.107051999999,18.562054098772503
2011-01-01,2011,1,178,21878.443,17777.504,4100.939093749999,4100.939093749999,18.744199912900562
2011-02-01,2011,2,17,6904.37983,10494.695,-3590.3154825,3590.3154825,52.000549953810996
2011-02-01,2011,2,72,30246.488835,22994.371,7252.11774125,7252.11774125,23.976725962512866
2011-02-01,2011,2,87,95908.983981,99831.38,-3922.3988315000024,3922.3988315000024,4.089709502372632
2011-02-01,2011,2,130,18467.988699,18445.473,22.51604275000136,22.51604275000136,0.12191930110516341
2011-02-01,2011,2,191,30066.374775,34693.21,-4626.8361625,4626.8361625,15.38873973708059
2011-02-01,2011,2,192,13421.92508,15752.555,-2330.629607499999,2330.629607499999,17.36434672082076
2011-03-01,2011,3,35,33472.107,31381.66,2090.4468437500036,2090.4468437500036,6.24533986985045
2011-03-01,2011,3,54,51094.5523,45485.94,5608.610893750003,5608.610893750003,10.976925408445164
2011-03-01,2011,3,178,20706.664,18301.164,2405.4999375000007,2405.4999375000007,11.617032746076339
2011-04-01,2011,4,30,63613.513051,64096.97,-483.4556989999983,483.4556989999983,0.7599889957537856
2011-04-01,2011,4,35,33072.57,31670.086,1402.4840624999997,1402.4840624999997,4.240626182059634
2011-04-01,2011,4,72,29610.491989,23700.934,5909.558395249998,5909.558395249998,19.957650137813786
2011-05-01,2011,5,35,34547.42,32392.438,2154.9824999999983,2154.9824999999983,6.237752341564141
2011-05-01,2011,5,142,40381.003545,32076.004,8304.99963875,8304.99963875,20.56660040529956
2011-06-01,2011,6,11,38954.987889,34082.062,4872.925389000004,4872.925389000004,12.50911796683168
2011-06-01,2011,6,142,39604.54308,32414.309,7190.234486250003,7190.234486250003,18.155074966338944
2011-06-01,2011,6,189,29551.267679,32207.102,-2655.8338834999995,2655.8338834999995,8.987207968026743
2011-07-01,2011,7,17,8089.1928,11070.129,-2980.93610625,2980.93610625,36.850847543774705
2011-07-01,2011,7,189,31207.340746,32178.238,-970.8975352499983,970.8975352499983,3.1111190894227123
2011-07-01,2011,7,192,12473.278,16737.371,-4264.09309375,4264.09309375,34.18582584104996
2011-07-01,2011,7,193,19858.209,19274.645,583.5644687499989,583.5644687499989,2.9386560930545094
2011-08-01,2011,8,17,7116.7952000000005,11233.5,-4116.7047999999995,4116.7047999999995,57.844924355839254
2011-08-01,2011,8,20,4811.062,11980.039,-7168.9770625,7168.9770625,149.0102821892547
2011-08-01,2011,8,26,345807.83701300004,320342.47,25465.36826300004,25465.36826300004,7.364022887093421
2011-08-01,2011,8,54,49485.6938,43834.492,5651.201612500001,5651.201612500001,11.41986941789629
2011-08-01,2011,8,87,98163.710879,95688.88,2474.8280665000057,2474.8280665000057,2.521123177128628
2011-08-01,2011,8,134,82936.872118,77553.63,5383.239305499999,5383.239305499999,6.490767216107324
2011-09-01,2011,9,11,40223.924867,34780.848,5443.0772107500015,5443.0772107500015,13.5319395825929
2011-09-01,2011,9,17,7881.634900000001,11298.383,-3416.747912499999,3416.747912499999,43.350750901948004
2011-09-01,2011,9,26,327640.14853,322015.16,5624.992280000006,5624.992280000006,1.7168202081574138
2011-09-01,2011,9,35,35266.262,33513.496,1752.7659062500024,1752.7659062500024,4.970092680222254
2011-09-01,2011,9,136,38173.664145,37411.727,761.9375825000025,761.9375825000025,1.995977068394157
2011-09-01,2011,9,174,298471.13132,287462.9,11008.225069999986,11008.225069999986,3.6882042900818215
2011-09-01,2011,9,192,13734.477,17239.195,-3504.7183124999992,3504.7183124999992,25.517668510420883
2011-10-01,2011,10,26,324890.741513,322324.28,2566.4602629999863,2566.4602629999863,0.78994564481835
2011-10-01,2011,10,134,84156.159592,77945.22,6210.940841999996,6210.940841999996,7.3802569795383315
2011-10-01,2011,10,178,21082.832,20166.309,916.5234062499985,916.5234062499985,4.347249962671042
2011-10-01,2011,10,189,29279.657794,32346.95,-3067.291424750001,3067.291424750001,10.475844514065843
2011-11-01,2011,11,26,330227.538465,326087.4,4140.1322149999905,4140.1322149999905,1.2537210658579867
2011-11-01,2011,11,35,35568.722,34104.73,1463.9915312500016,1463.9915312500016,4.115952018883337
2011-11-01,2011,11,72,30035.292847,25488.73,4546.562378250001,4546.562378250001,15.137399862922004
2011-11-01,2011,11,130,20385.175,20797.117,-411.9421875000007,411.9421875000007,2.0207929904943214
2011-11-01,2011,11,134,85050.713151,78281.37,6769.345963500004,6769.345963500004,7.9591877748063435
2011-11-01,2011,11,178,21536.401,20434.527,1101.8736562500017,1101.8736562500017,5.116331443912108
2011-12-01,2011,12,17,7798.996099999999,11605.418,-3806.4218687500006,3806.4218687500006,48.80656202341223
2011-12-01,2011,12,20,4995.2880000000005,12038.547,-7043.2588749999995,7043.2588749999995,140.99805406615192
2011-12-01,2011,12,136,37807.73476,38408.94,-601.2066462500006,601.2066462500006,1.590168387676238
2011-12-01,2011,12,193,21259.452,20580.402,679.0496562500011,679.0496562500011,3.1941070552994546
2012-01-01,2012,1,134,86749.954117,86420.23,329.72755450000113,329.72755450000113,0.3800896010334441
2012-01-01,2012,1,191,33713.775053,37847.887,-4134.111665750002,4134.111665750002,12.26238135376694
2012-02-01,2012,2,11,38762.077496,35273.543,3488.534527249998,3488.534527249998,8.999864694068558
2012-02-01,2012,2,87,96415.5114,118297.32,-21881.808912499997,21881.808912499997,22.695320073259495
2012-02-01,2012,2,130,20298.881548,20414.738,-115.8567332499988,115.8567332499988,0.570754270258865
2012-02-01,2012,2,178,21956.645,18563.172,3393.4731250000004,3393.4731250000004,15.455335389354797
2012-02-01,2012,2,191,31167.402478,38351.46,-7184.0584595,7184.0584595,23.04991076677301
2012-03-01,2012,3,30,67052.829045,68715.305,-1662.4756424999941,1662.4756424999941,2.479351976908067
2012-03-01,2012,3,87,103802.1402,119957.36,-16155.219175000006,16155.219175000006,15.563474070836167
2012-03-01,2012,3,136,37775.759000000005,42169.72,-4393.9597499999945,4393.9597499999945,11.631691503538006
2012-03-01,2012,3,142,36024.124051,33459.598,2564.526394749999,2564.526394749999,7.118913956434729
2012-03-01,2012,3,193,19863.927000000003,19584.738,279.1887187500033,279.1887187500033,1.40550616577479
2012-04-01,2012,4,87,106129.864,116465.9,-10336.034437499999,10336.034437499999,9.739044268915674
2012-04-01,2012,4,130,23091.968628,21769.707,1322.2615967499987,1322.2615967499987,5.726067006459987
2012-04-01,2012,4,136,40937.289,41433.812,-496.52350000000297,496.52350000000297,1.2128880835269844
2012-04-01,2012,4,174,312872.831395,291896.78,20976.050144999987,20976.050144999987,6.704337366550646
2012-04-01,2012,4,191,34182.628968000005,38176.484,-3993.8554069999955,3993.8554069999955,11.68387431738745
2012-05-01,2012,5,35,38047.39,34850.285,3197.1048437499994,3197.1048437499994,8.402954430645568
2012-05-01,2012,5,130,23033.259349,21995.113,1038.14606775,1038.14606775,4.50716093636601
2012-05-01,2012,5,174,308463.67843,292924.16,15539.522180000029,15539.522180000029,5.037715383247765
2012-05-01,2012,5,191,36332.412177,38164.79,-1832.3768855000017,1832.3768855000017,5.043366998517032
2012-06-01,2012,6,17,8360.64,10860.34,-2499.6998437500006,2499.6998437500006,29.898426959538995
2012-06-01,2012,6,30,68623.020838,68541.805,81.21615049999673,81.21615049999673,0.11835117356859826
2012-06-01,2012,6,87,106512.362,109300.62,-2788.2551875000063,2788.2551875000063,2.617776129591424
2012-06-01,2012,6,174,314806.232997,294393.6,20412.639246999985,20412.639246999985,6.484191577996651
2012-06-01,2012,6,191,35086.897235,37699.36,-2612.4621400000033,2612.4621400000033,7.445691542636639
2012-06-01,2012,6,193,21460.525,20790.305,670.2203125000015,670.2203125000015,3.123037821768113
2012-07-01,2012,7,17,8367.857,10959.711,-2591.8539375,2591.8539375,30.973927225333796
2012-07-01,2012,7,54,55718.9617,52921.723,2797.23904375,2797.23904375,5.020264122671187
2012-08-01,2012,8,191,35794.309868,37306.96,-1512.6510695000034,1512.6510695000034,4.225953999611287
2012-08-01,2012,8,193,22077.141,21552.047,525.0941249999996,525.0941249999996,2.378451652775147
2012-09-01,2012,9,17,8323.869,11186.848,-2862.9786562499994,2862.9786562499994,34.39480674491633
2012-09-01,2012,9,20,5299.984,11650.086,-6350.1019375,6350.1019375,119.81360580522507
2012-09-01,2012,9,142,36819.297462,35471.72,1347.5787120000023,1347.5787120000023,3.6599794262527534
2012-09-01,2012,9,174,311600.323737,299086.53,12513.792486999999,12513.792486999999,4.0159754447373475
2012-09-01,2012,9,193,21764.506,21854.8,-90.29478124999878,90.29478124999878,0.41487172394355637
2012-10-01,2012,10,35,38384.967,36713.22,1671.748249999997,1671.748249999997,4.3552160667482065
2012-10-01,2012,10,134,89492.35948700001,82748.52,6743.836049500009,6743.836049500009,7.535655656145308
2012-10-01,2012,10,142,36813.421941,35840.32,973.1016285000005,973.1016285000005,2.6433338092274266
2012-10-01,2012,10,178,22619.027,21295.86,1323.1676249999982,1323.1676249999982,5.849799043079963
2012-10-01,2012,10,192,16954.83668,19660.625,-2705.7883199999997,2705.7883199999997,15.95879907939048
2012-11-01,2012,11,35,37644.205,37089.434,554.7714062500017,554.7714062500017,1.473723262982979
2012-11-01,2012,11,130,21687.0134,23602.79,-1915.7756625000002,1915.7756625000002,8.83374592510742
2012-11-01,2012,11,192,17176.5584,20054.395,-2877.8361312499983,2877.8361312499983,16.754439767456546
2012-11-01,2012,11,193,22997.251,22435.887,561.3642812500002,561.3642812500002,2.4410060195890377
2012-12-01,2012,12,17,8630.07552,11481.43,-2851.3541674999997,2851.3541674999997,33.03973598947138
2012-12-01,2012,12,174,322747.375164,303611.38,19136.000164000026,19136.000164000026,5.9290955206920914
2012-12-01,2012,12,192,17758.67668,20685.273,-2926.5967574999995,2926.5967574999995,16.47981327795647
2013-01-01,2013,1,142,37838.77386,36283.426,1555.3480787500012,1555.3480787500012,4.110461096082676
2013-01-01,2013,1,189,37074.525735,36290.92,783.6038600000029,783.6038600000029,2.1135910560286577
2013-02-01,2013,2,20,5721.5740000000005,10798.672,-5077.0978749999995,5077.0978749999995,88.73603443737683
2013-02-01,2013,2,26,368978.677823,372346.1,-3367.4159269999946,3367.4159269999946,0.9126315772141588
2013-02-01,2013,2,54,60265.204828,61027.83,-762.6232969999983,762.6232969999983,1.2654454575846286
2013-03-01,2013,3,17,8346.09834,10431.961,-2085.8625974999995,2085.8625974999995,24.992068299784727
2013-03-01,2013,3,54,62680.606626,60727.145,1953.4620947500007,1953.4620947500007,3.1165334860363365
2013-03-01,2013,3,87,120435.52533,127824.0,-7388.474669999996,7388.474669999996,6.134796730246467
2013-03-01,2013,3,134,92609.593971,93482.414,-872.8200915000052,872.8200915000052,0.9424726468116493
2013-04-01,2013,4,17,8211.3557,10588.895,-2377.53883125,2377.53883125,28.9542789048829
2013-04-01,2013,4,26,395356.021044,376334.84,19021.177293999994,19021.177293999994,4.811151539761952
2013-04-01,2013,4,30,72320.982243,72878.516,-557.5333819999942,557.5333819999942,0.7709151130258026
2013-04-01,2013,4,130,23156.77223,23965.074,-808.3019887500013,808.3019887500013,3.4905641456490737
2013-05-01,2013,5,11,44930.484873,39659.234,5271.250498000001,5271.250498000001,11.732013382227363
2013-05-01,2013,5,30,72697.840626,73875.44,-1177.5968739999953,1177.5968739999953,1.6198512416046011
2013-05-01,2013,5,130,23864.727649,24450.957,-586.2293822499996,586.2293822499996,2.456467934066552
2013-05-01,2013,5,174,325496.539593,306067.97,19428.570843000023,19428.570843000023,5.968902424367846
2013-05-01,2013,5,178,25281.389654,22098.156,3183.2334039999987,3183.2334039999987,12.591212142867118
2013-05-01,2013,5,192,17894.636,20498.762,-2604.1257187500014,2604.1257187500014,14.552549259733485
2013-06-01,2013,6,17,8542.46439,10647.0625,-2104.598110000001,2104.598110000001,24.63689649632828
2013-06-01,2013,6,134,94460.783188,88760.625,5700.158188000001,5700.158188000001,6.034417665853242
2013-06-01,2013,6,136,46043.665549,42919.15,3124.5171114999976,3124.5171114999976,6.7859868979694165
2013-06-01,2013,6,193,20985.198,23834.512,-2849.3137187499997,2849.3137187499997,13.577730926103246
2013-07-01,2013,7,54,57231.48771,57994.797,-763.3091649999988,763.3091649999988,1.3337223887448002
2013-07-01,2013,7,72,32064.909558,29905.695,2159.2142454999994,2159.2142454999994,6.73388534464551
2013-07-01,2013,7,130,20098.189699,24398.484,-4300.294676000001,4300.294676000001,21.396427939049488
2013-07-01,2013,7,136,42411.43621,42764.12,-352.68488375000015,352.68488375000015,0.8315796758300823
2013-08-01,2013,8,54,57650.41725,59389.426,-1739.0085312500014,1739.0085312500014,3.0164717172970703
2013-08-01,2013,8,136,43042.22181,43100.305,-58.08287749999727,58.08287749999727,0.13494395748525895
2013-08-01,2013,8,142,42965.321708,38716.152,4249.169364250003,4249.169364250003,9.889765036854877
